word;stemmed;sequence number;word count;negative;positive;uncertainty;litigious;constraining;superfluous;interesting
glassily;glassili;31403;0;0;0;0;0;0;0;0
glassiness;glassi;31404;0;0;0;0;0;0;0;0
glassinesses;glassi;31405;0;0;0;0;0;0;0;0
glassing;glass;31406;5;0;0;0;0;0;0;0
glassware;glasswar;31407;4383;0;0;0;0;0;0;0
glasswares;glasswar;31408;1;0;0;0;0;0;0;0
glassy;glassi;31409;211;0;0,25;0;0;0;0;0
glaucoma;glaucoma;31410;8923;0;0;0;0;0;0;0
glaucomas;glaucoma;31411;25;0;0;0;0;0;0;0
glaze;glaze;31412;432;0;0;0;0;0;0;0
glazed;glaze;31413;1179;0,375;0;0;0;0;0;0
glazes;glaze;31414;359;0;0;0;0;0;0;0
glazier;glazier;31415;284;0;0;0;0;0;0;0
glaziers;glazier;31416;18;0;0;0;0;0;0;0
glazing;glaze;31417;2552;0;0;0;0;0;0;0
glazings;glaze;31418;95;0;0;0;0;0;0;0
gleam;gleam;31419;45;0;0;0;0;0;0;0
gleamed;gleam;31420;1;0;0;0;0;0;0;0
gleaming;gleam;31421;12;0;0,375;0;0;0;0;0
gleams;gleam;31422;0;0;0;0;0;0;0;0
glean;glean;31423;118;0;0;0;0;0;0;0
gleaned;glean;31424;538;0;0;0;0;0;0;0
gleaner;gleaner;31425;126;0;0;0;0;0;0;0
gleaners;gleaner;31426;0;0;0;0;0;0;0;0
gleaning;glean;31427;7;0;0;0;0;0;0;0
gleanings;glean;31428;1;0;0;0;0;0;0;0
gleans;glean;31429;2;0;0;0;0;0;0;0
glee;glee;31430;37;0,875;0;0;0;0;0;0
gleeful;gleeful;31431;0;0,375;0,5;0;0;0;0;0
gleefully;gleefulli;31432;0;0;0,25;0;0;0;0;0
gleefulness;gleeful;31433;0;0,25;0,5;0;0;0;0;0
gleefulnesses;gleeful;31434;0;0;0;0;0;0;0;0
glees;glee;31435;1;0;0;0;0;0;0;0
glen;glen;31436;9714;0;0;0;0;0;0;0
glens;glen;31437;443;0;0;0;0;0;0;0
glib;glib;31438;4;0,25;0,375;0;0;0;0;0
glibber;glibber;31439;0;0;0;0;0;0;0;0
glibbest;glibbest;31440;0;0;0;0;0;0;0;0
glibly;glibli;31441;0;0,125;0;0;0;0;0;0
glibness;glib;31442;0;0,25;0,5;0;0;0;0;0
glibnesses;glib;31443;0;0;0;0;0;0;0;0
glide;glide;31444;1685;0;0;0;0;0;0;0
glided;glide;31445;2;0;0;0;0;0;0;0
glider;glider;31446;192;0;0;0;0;0;0;0
gliders;glider;31447;207;0;0;0;0;0;0;0
glides;glide;31448;45;0;0;0;0;0;0;0
gliding;glide;31449;104;0;0;0;0;0;0;0
glidings;glide;31450;0;0;0;0;0;0;0;0
glimmer;glimmer;31451;34;0;0;0;0;0;0;0
glimmered;glimmer;31452;0;0;0;0;0;0;0;0
glimmering;glimmer;31453;0;0;0;0;0;0;0;0
glimmerings;glimmer;31454;0;0;0;0;0;0;0;0
glimmers;glimmer;31455;13;0;0;0;0;0;0;0
glimpse;glimps;31456;197;0;0;0;0;0;0;0
glimpsed;glimps;31457;1;0;0;0;0;0;0;0
glimpses;glimps;31458;22;0;0;0;0;0;0;0
glimpsing;glimps;31459;0;0;0;0;0;0;0;0
glint;glint;31460;67;0;0;0;0;0;0;0
glinted;glint;31461;1;0;0;0;0;0;0;0
glinting;glint;31462;0;0;0;0;0;0;0;0
glints;glint;31463;4;0;0;0;0;0;0;0
glissandi;glissandi;31464;0;0;0;0;0;0;0;0
glissando;glissando;31465;0;0;0;0;0;0;0;0
glissandos;glissando;31466;0;0;0;0;0;0;0;0
glisten;glisten;31467;0;0;0,125;0;0;0;0;0
glistened;glisten;31468;0;0;0;0;0;0;0;0
glistening;glisten;31469;11;0;0,5;0;0;0;0;0
glistens;glisten;31470;0;0;0;0;0;0;0;0
glister;glister;31471;0;0,25;0,375;0;0;0;0;0
glistered;glister;31472;0;0;0;0;0;0;0;0
glistering;glister;31473;0;0;0;0;0;0;0;0
glisters;glister;31474;0;0;0;0;0;0;0;0
glitch;glitch;31475;110;0;0;0;0;0;0;0
glitches;glitch;31476;351;0;0;0;0;0;0;0
glitter;glitter;31477;87;0;0,125;0;0;0;0;0
glittered;glitter;31478;1;0;0;0;0;0;0;0
glittering;glitter;31479;5;0;0;0;0;0;0;0
glitters;glitter;31480;5;0;0;0;0;0;0;0
glittery;glitteri;31481;5;0;0;0;0;0;0;0
glitz;glitz;31482;14;0,125;0,125;0;0;0;0;0
glitzes;glitz;31483;0;0;0;0;0;0;0;0
glitzier;glitzier;31484;0;0;0;0;0;0;0;0
glitziest;glitziest;31485;0;0;0;0;0;0;0;0
glitzy;glitzi;31486;3;0;0;0;0;0;0;0
gloaming;gloam;31487;0;0;0;0;0;0;0;0
gloamings;gloam;31488;0;0;0;0;0;0;0;0
gloat;gloat;31489;1;0;0,375;0;0;0;0;0
gloated;gloat;31490;0;0;0;0;0;0;0;0
gloating;gloat;31491;0;0,875;0;0;0;0;0;0
gloatingly;gloatingli;31492;0;0;0,25;0;0;0;0;0
gloats;gloat;31493;0;0;0;0;0;0;0;0
glob;glob;31494;162;0;0;0;0;0;0;0
global;global;31495;1215300;0,375;0;0;0;0;0;0
globalism;global;31496;1;0;0;0;0;0;0;0
globalisms;global;31497;0;0;0;0;0;0;0;0
globalist;globalist;31498;53;0;0;0;0;0;0;0
globalists;globalist;31499;2;0;0;0;0;0;0;0
globalization;global;31500;9730;0;0;0;0;0;0;0
globalizations;global;31501;2;0;0;0;0;0;0;0
globalize;global;31502;624;0;0;0;0;0;0;0
globalized;global;31503;368;0;0;0;0;0;0;0
globalizes;global;31504;11;0;0;0;0;0;0;0
globalizing;global;31505;362;0;0;0;0;0;0;0
globally;global;31506;79466;0;0;0;0;0;0;0
globe;globe;31507;17725;0;0;0;0;0;0;0
globes;globe;31508;358;0;0;0;0;0;0;0
globetrotter;globetrott;31509;500;0;0;0;0;0;0;0
globetrotters;globetrott;31510;105;0;0;0;0;0;0;0
globs;glob;31511;0;0;0;0;0;0;0;0
globular;globular;31512;34;0;0,125;0;0;0;0;0
globule;globul;31513;7;0;0;0;0;0;0;0
globules;globul;31514;33;0;0;0;0;0;0;0
globulin;globulin;31515;1699;0;0;0;0;0;0;0
globulins;globulin;31516;269;0;0;0;0;0;0;0
glockenspiel;glockenspiel;31517;0;0;0;0;0;0;0;0
glockenspiels;glockenspiel;31518;0;0;0;0;0;0;0;0
gloom;gloom;31519;21;0;0;0;0;0;0;0
gloomier;gloomier;31520;0;0;0;0;0;0;0;0
gloomiest;gloomiest;31521;0;0;0;0;0;0;0;0
gloomily;gloomili;31522;0;0,125;0;0;0;0;0;0
gloominess;gloomi;31523;1;0,125;0;0;0;0;0;0
gloominesses;gloomi;31524;0;0;0;0;0;0;0;0
glooms;gloom;31525;0;0;0;0;0;0;0;0
gloomy;gloomi;31526;85;0,125;0;0;0;0;0;0
glop;glop;31527;2;0,625;0;0;0;0;0;0
gloppier;gloppier;31528;0;0;0;0;0;0;0;0
gloppiest;gloppiest;31529;0;0;0;0;0;0;0;0
gloppy;gloppi;31530;0;0;0;0;0;0;0;0
glops;glop;31531;0;0;0;0;0;0;0;0
gloried;glori;31532;0;0;0;0;0;0;0;0
glories;glori;31533;0;0;0;0;0;0;0;0
glorification;glorif;31534;22;0;0,125;0;0;0;0;0
glorifications;glorif;31535;0;0;0;0;0;0;0;0
glorified;glorifi;31536;14;0,125;0,125;0;0;0;0;0
glorifies;glorifi;31537;4;0;0;0;0;0;0;0
glorify;glorifi;31538;17;0,125;0;0;0;0;0;0
glorifying;glorifi;31539;4;0;0;0;0;0;0;0
glorious;gloriou;31540;56;0,625;0,25;0;0;0;0;0
gloriously;glorious;31541;0;0;0;0;0;0;0;0
glory;glori;31542;871;0;0,25;0;0;0;0;0
glorying;glori;31543;0;0;0;0;0;0;0;0
gloss;gloss;31544;1523;0;0;0;0;0;0;0
glossaries;glossari;31545;82;0;0;0;0;0;0;0
glossary;glossari;31546;32581;0;0;0;0;0;0;0
glossed;gloss;31547;0;0;0;0;0;0;0;0
glosses;gloss;31548;62;0;0;0;0;0;0;0
glossier;glossier;31549;2;0;0;0;0;0;0;0
glossies;glossi;31550;10;0;0;0;0;0;0;0
glossiest;glossiest;31551;0;0;0;0;0;0;0;0
glossily;glossili;31552;0;0;0,25;0;0;0;0;0
glossiness;glossi;31553;23;0;0;0;0;0;0;0
glossinesses;glossi;31554;0;0;0;0;0;0;0;0
glossing;gloss;31555;7;0;0;0;0;0;0;0
glossolalia;glossolalia;31556;0;0;0;0;0;0;0;0
glossolalias;glossolalia;31557;0;0;0;0;0;0;0;0
glossy;glossi;31558;802;0;0;0;0;0;0;0
glottal;glottal;31559;4;0;0;0;0;0;0;0
glottides;glottid;31560;0;0;0;0;0;0;0;0
glottis;glotti;31561;6;0;0;0;0;0;0;0
glottises;glottis;31562;0;0;0;0;0;0;0;0
glove;glove;31563;5101;0,125;0;0;0;0;0;0
gloved;glove;31564;91;0,25;0;0;0;0;0;0
gloves;glove;31565;13503;0;0;0;0;0;0;0
gloving;glove;31566;42;0;0;0;0;0;0;0
glow;glow;31567;920;0,125;0,375;0;0;0;0;0
glowed;glow;31568;0;0;0;0;0;0;0;0
glower;glower;31569;15;0;0;0;0;0;0;0
glowered;glower;31570;0;0;0;0;0;0;0;0
glowering;glower;31571;0;0,625;0,25;0;0;0;0;0
glowers;glower;31572;0;0;0;0;0;0;0;0
glowing;glow;31573;151;0;0,75;0;0;0;0;0
glowingly;glowingli;31574;8;0;0,25;0;0;0;0;0
glows;glow;31575;39;0;0;0;0;0;0;0
glowworm;glowworm;31576;28;0;0;0;0;0;0;0
glowworms;glowworm;31577;0;0;0;0;0;0;0;0
glucagon;glucagon;31578;1665;0;0;0;0;0;0;0
glucose;glucos;31579;36803;0;0,25;0;0;0;0;0
glucoses;glucos;31580;12;0;0;0;0;0;0;0
glue;glue;31581;2924;0;0;0;0;0;0;0
glued;glu;31582;501;0;0;0;0;0;0;0
glueing;glue;31583;5;0;0;0;0;0;0;0
glues;glue;31584;895;0;0;0;0;0;0;0
gluey;gluey;31585;0;0;0;0;0;0;0;0
gluier;gluier;31586;0;0;0;0;0;0;0;0
gluiest;gluiest;31587;0;0;0;0;0;0;0;0
gluing;glu;31588;352;0;0;0;0;0;0;0
glum;glum;31589;0;0,625;0;0;0;0;0;0
glumly;glumli;31590;2;0;0,125;0;0;0;0;0
glummer;glummer;31591;0;0;0;0;0;0;0;0
glummest;glummest;31592;0;0;0;0;0;0;0;0
glumness;glum;31593;0;0,125;0;0;0;0;0;0
glumnesses;glum;31594;0;0;0;0;0;0;0;0
glut;glut;31595;670;0;0;0;0;0;0;0
gluten;gluten;31596;3342;0;0;0;0;0;0;0
glutenous;gluten;31597;0;0;0;0;0;0;0;0
glutens;gluten;31598;8;0;0;0;0;0;0;0
glutinous;glutin;31599;268;0;0;0;0;0;0;0
glutinously;glutin;31600;0;0;0;0;0;0;0;0
gluts;glut;31601;6;0;0;0;0;0;0;0
glutted;glut;31602;23;0,125;0,125;0;0;0;0;0
glutting;glut;31603;2;0;0;0;0;0;0;0
glutton;glutton;31604;0;0;0;0;0;0;0;0
gluttonies;gluttoni;31605;0;0;0;0;0;0;0;0
gluttonous;glutton;31606;0;0;0;0;0;0;0;0
gluttonously;glutton;31607;0;0;0,25;0;0;0;0;0
gluttons;glutton;31608;0;0;0;0;0;0;0;0
gluttony;gluttoni;31609;0;0;0;0;0;0;0;0
glycerin;glycerin;31610;5925;0,25;0;0;0;0;0;0
glycerine;glycerin;31611;397;0,25;0;0;0;0;0;0
glycerines;glycerin;31612;14;0;0;0;0;0;0;0
glycerins;glycerin;31613;0;0;0;0;0;0;0;0
glycerol;glycerol;31614;454;0,25;0;0;0;0;0;0
glycerols;glycerol;31615;0;0;0;0;0;0;0;0
glycogen;glycogen;31616;251;0;0;0;0;0;0;0
glycogens;glycogen;31617;0;0;0;0;0;0;0;0
glycol;glycol;31618;6777;0;0;0;0;0;0;0
gnarl;gnarl;31619;0;0;0;0;0;0;0;0
gnarled;gnarl;31620;0;0,25;0;0;0;0;0;0
gnarling;gnarl;31621;0;0;0;0;0;0;0;0
gnarls;gnarl;31622;12;0;0;0;0;0;0;0
gnash;gnash;31623;1;0;0;0;0;0;0;0
gnashed;gnash;31624;0;0;0;0;0;0;0;0
gnashes;gnash;31625;0;0;0;0;0;0;0;0
gnashing;gnash;31626;0;0;0;0;0;0;0;0
gnat;gnat;31627;50;0;0,125;0;0;0;0;0
gnats;gnat;31628;1;0;0;0;0;0;0;0
gnaw;gnaw;31629;1;0,125;0;0;0;0;0;0
gnawed;gnaw;31630;0;0;0;0;0;0;0;0
gnawing;gnaw;31631;15;0;0;0;0;0;0;0
gnawn;gnawn;31632;0;0;0;0;0;0;0;0
gnaws;gnaw;31633;0;0;0;0;0;0;0;0
gneiss;gneiss;31634;1217;0;0;0;0;0;0;0
gneisses;gneiss;31635;472;0;0;0;0;0;0;0
gnome;gnome;31636;42;0;0;0;0;0;0;0
gnomes;gnome;31637;7;0;0;0;0;0;0;0
gnomic;gnomic;31638;3;0;0;0;0;0;0;0
gnomish;gnomish;31639;0;0,25;0;0;0;0;0;0
gnu;gnu;31640;5332;0;0;0;0;0;0;0
gnus;gnu;31641;69;0;0;0;0;0;0;0
go;go;31642;124040;0;0;0;0;0;0;0
goad;goad;31643;77;0;0;0;0;0;0;0
goaded;goad;31644;0;0;0;0;0;0;0;0
goading;goad;31645;0;0;0;0;0;0;0;0
goads;goad;31646;2;0;0;0;0;0;0;0
goal;goal;31647;330946;0;0;0;0;0;0;0
goalie;goali;31648;60;0;0;0;0;0;0;0
goalies;goali;31649;1;0;0;0;0;0;0;0
goalkeeper;goalkeep;31650;10;0;0;0;0;0;0;0
goalkeepers;goalkeep;31651;0;0;0;0;0;0;0;0
goalkeeping;goalkeep;31652;0;0;0;0;0;0;0;0
goalkeepings;goalkeep;31653;0;0;0;0;0;0;0;0
goalpost;goalpost;31654;3;0;0;0;0;0;0;0
goalposts;goalpost;31655;20;0;0;0;0;0;0;0
goals;goal;31656;611470;0;0;0;0;0;0;0
goaltender;goaltend;31657;64;0;0;0;0;0;0;0
goaltenders;goaltend;31658;30;0;0;0;0;0;0;0
goat;goat;31659;1908;0;0;0;0;0;0;0
goatee;goate;31660;0;0;0;0;0;0;0;0
goatees;goate;31661;0;0;0;0;0;0;0;0
goatherd;goatherd;31662;0;0;0;0;0;0;0;0
goatherds;goatherd;31663;0;0;0;0;0;0;0;0
goats;goat;31664;1107;0;0;0;0;0;0;0
goatskin;goatskin;31665;0;0;0;0;0;0;0;0
goatskins;goatskin;31666;0;0;0;0;0;0;0;0
gob;gob;31667;891;0;0;0;0;0;0;0
gobbed;gob;31668;0;0;0;0;0;0;0;0
gobbet;gobbet;31669;3;0;0;0;0;0;0;0
gobbets;gobbet;31670;0;0;0;0;0;0;0;0
gobbing;gob;31671;0;0;0;0;0;0;0;0
gobble;gobbl;31672;30;0;0,125;0;0;0;0;0
gobbled;gobbl;31673;1;0;0;0;0;0;0;0
gobbledegook;gobbledegook;31674;0;0;0;0;0;0;0;0
gobbledegooks;gobbledegook;31675;0;0;0;0;0;0;0;0
gobbledygook;gobbledygook;31676;2;0,125;0;0;0;0;0;0
gobbledygooks;gobbledygook;31677;0;0;0;0;0;0;0;0
gobbler;gobbler;31678;17;0;0;0;0;0;0;0
gobblers;gobbler;31679;3;0;0;0;0;0;0;0
gobbles;gobbl;31680;1;0;0;0;0;0;0;0
gobbling;gobbl;31681;0;0;0;0;0;0;0;0
goblet;goblet;31682;46;0;0;0;0;0;0;0
goblets;goblet;31683;25;0;0;0;0;0;0;0
goblin;goblin;31684;11;0;0;0;0;0;0;0
goblins;goblin;31685;2;0;0;0;0;0;0;0
gobs;gob;31686;6;0;0;0;0;0;0;0
god;god;31687;33680;0;0,125;0;0;0;0;0
godchild;godchild;31688;1;0;0;0;0;0;0;0
godchildren;godchildren;31689;3;0;0;0;0;0;0;0
goddammit;goddammit;31690;0;0;0;0;0;0;0;0
goddamn;goddamn;31691;0;0;0;0;0;0;0;0
goddamned;goddamn;31692;0;0,25;0;0;0;0;0;0
goddaughter;goddaught;31693;1;0;0;0;0;0;0;0
goddaughters;goddaught;31694;0;0;0;0;0;0;0;0
goddess;goddess;31695;115;0;0;0;0;0;0;0
goddesses;goddess;31696;1;0;0;0;0;0;0;0
godfather;godfath;31697;146;0;0;0;0;0;0;0
godfathers;godfath;31698;38;0;0;0;0;0;0;0
godforsaken;godforsaken;31699;0;0;0;0;0;0;0;0
godhead;godhead;31700;0;0;0;0;0;0;0;0
godheads;godhead;31701;0;0;0;0;0;0;0;0
godhood;godhood;31702;0;0;0;0;0;0;0;0
godhoods;godhood;31703;0;0;0;0;0;0;0;0
godless;godless;31704;0;0,625;0;0;0;0;0;0
godlessness;godless;31705;0;0;0;0;0;0;0;0
godlessnesses;godless;31706;0;0;0;0;0;0;0;0
godlier;godlier;31707;0;0;0;0;0;0;0;0
godliest;godliest;31708;0;0;0;0;0;0;0;0
godlike;godlik;31709;0;0;0,5;0;0;0;0;0
godliness;godli;31710;0;0;0,375;0;0;0;0;0
godlinesses;godli;31711;0;0;0;0;0;0;0;0
godly;godli;31712;15;0;0,125;0;0;0;0;0
godmother;godmoth;31713;35;0;0;0;0;0;0;0
godmothers;godmoth;31714;6;0;0;0;0;0;0;0
godparent;godpar;31715;0;0;0;0;0;0;0;0
godparents;godpar;31716;0;0;0;0;0;0;0;0
gods;god;31717;191;0;0;0;0;0;0;0
godsend;godsend;31718;54;0;0,375;0;0;0;0;0
godsends;godsend;31719;0;0;0;0;0;0;0;0
godson;godson;31720;1;0;0;0;0;0;0;0
godsons;godson;31721;1;0;0;0;0;0;0;0
goer;goer;31722;15;0;0;0;0;0;0;0
goers;goer;31723;138;0;0;0;0;0;0;0
goes;goe;31724;24608;0;0;0;0;0;0;0
gofer;gofer;31725;2;0;0;0;0;0;0;0
gofers;gofer;31726;0;0;0;0;0;0;0;0
goggle;goggl;31727;963;0;0;0;0;0;0;0
goggled;goggl;31728;0;0;0;0;0;0;0;0
goggles;goggl;31729;2563;0,25;0;0;0;0;0;0
goggling;goggl;31730;0;0;0;0;0;0;0;0
going;go;31731;1209886;0,5;0;0;0;0;0;0
goings;go;31732;513;0;0;0;0;0;0;0
goiter;goiter;31733;16;0;0;0;0;0;0;0
goiters;goiter;31734;1;0;0;0;0;0;0;0
goitre;goitr;31735;0;0;0;0;0;0;0;0
goitres;goitr;31736;0;0;0;0;0;0;0;0
gold;gold;31737;428113;0,125;0;0;0;0;0;0
goldbrick;goldbrick;31738;0;0;0,125;0;0;0;0;0
goldbricked;goldbrick;31739;0;0;0;0;0;0;0;0
goldbricker;goldbrick;31740;0;0;0;0;0;0;0;0
goldbrickers;goldbrick;31741;0;0;0;0;0;0;0;0
goldbricking;goldbrick;31742;0;0;0;0;0;0;0;0
goldbricks;goldbrick;31743;0;0;0;0;0;0;0;0
golden;golden;31744;36427;0;0;0;0;0;0;0
goldener;golden;31745;0;0;0;0;0;0;0;0
goldenest;goldenest;31746;0;0;0;0;0;0;0;0
goldenrod;goldenrod;31747;98;0;0;0;0;0;0;0
goldenrods;goldenrod;31748;0;0;0;0;0;0;0;0
goldfinch;goldfinch;31749;74;0;0;0;0;0;0;0
goldfinches;goldfinch;31750;0;0;0;0;0;0;0;0
goldfish;goldfish;31751;133;0;0;0;0;0;0;0
goldfishes;goldfish;31752;0;0;0;0;0;0;0;0
goldmine;goldmin;31753;625;0;0;0;0;0;0;0
goldmines;goldmin;31754;5;0;0;0;0;0;0;0
golds;gold;31755;93;0;0;0;0;0;0;0
goldsmith;goldsmith;31756;2236;0;0;0;0;0;0;0
goldsmiths;goldsmith;31757;63;0;0;0;0;0;0;0
golf;golf;31758;153191;0;0;0;0;0;0;0
golfed;golf;31759;0;0;0;0;0;0;0;0
golfer;golfer;31760;1434;0;0;0;0;0;0;0
golfers;golfer;31761;4645;0;0;0;0;0;0;0
golfing;golf;31762;1253;0;0;0;0;0;0;0
golfs;golf;31763;0;0;0;0;0;0;0;0
golfwear;golfwear;31764;224;0;0;0;0;0;0;0
gollies;golli;31765;0;0;0;0;0;0;0;0
golly;golli;31766;1;0;0;0;0;0;0;0
gonad;gonad;31767;7;0;0;0;0;0;0;0
gonadal;gonad;31768;46;0;0;0;0;0;0;0
gonads;gonad;31769;29;0;0;0;0;0;0;0
gondola;gondola;31770;1117;0;0;0;0;0;0;0
gondolas;gondola;31771;571;0;0;0;0;0;0;0
gondolier;gondoli;31772;0;0;0;0;0;0;0;0
gondoliers;gondoli;31773;4;0;0;0;0;0;0;0
gone;gone;31774;12773;0,5;0;0;0;0;0;0
goner;goner;31775;6;0;0;0;0;0;0;0
goners;goner;31776;0;0;0;0;0;0;0;0
gong;gong;31777;655;0;0;0;0;0;0;0
gonged;gong;31778;0;0;0;0;0;0;0;0
gonging;gong;31779;0;0;0;0;0;0;0;0
gongs;gong;31780;13;0;0;0;0;0;0;0
gonna;gon;31781;56;0;0;0;0;0;0;0
gonorrhea;na;31782;1219;0,625;0;0;0;0;0;0
gonorrheal;gonorrhea;31783;5;0;0;0;0;0;0;0
gonorrheas;gonorrh;31784;0;0;0;0;0;0;0;0
gonorrhoea;gonorrhea;31785;11;0,625;0;0;0;0;0;0
gonorrhoeas;gonorrhoea;31786;0;0;0;0;0;0;0;0
goo;gonorrhoea;31787;332;0,25;0;0;0;0;0;0
goober;goo;31788;86;0;0;0;0;0;0;0
goobers;goober;31789;0;0;0;0;0;0;0;0
good;goober;31790;2399787;0;0,625;0;0;0;0;0
goodby;good;31791;62;0;0;0;0;0;0;0
goodbye;goodbi;31792;124;0;0;0;0;0;0;0
goodbyes;goodby;31793;0;0;0;0;0;0;0;0
goodbys;goodby;31794;0;0;0;0;0;0;0;0
goodhearted;goodbi;31795;0;0;0;0;0;0;0;0
goodie;goodheart;31796;14;0;0;0;0;0;0;0
goodies;goodi;31797;20;0;0;0;0;0;0;0
goodish;goodi;31798;2;0;0,75;0;0;0;0;0
goodlier;goodish;31799;0;0;0;0;0;0;0;0
goodliest;goodlier;31800;0;0;0;0;0;0;0;0
goodly;goodliest;31801;4;0;0;0;0;0;0;0
goodness;goodli;31802;125;0;0,875;0;0;0;0;0
goodnesses;good;31803;0;0;0;0;0;0;0;0
goods;good;31804;1225352;0;0;0;0;0;0;0
goodwill;good;31805;3599755;0,125;0,125;0;0;0;0;0
goodwills;goodwil;31806;3;0;0;0;0;0;0;0
goody;goodi;31807;3187;0;0;0;0;0;0;0
gooey;gooey;31808;13;0;0;0;0;0;0;0
goof;goof;31809;10;0,25;0;0;0;0;0;0
goofball;goofbal;31810;0;0;0;0;0;0;0;0
goofballs;goofbal;31811;3;0;0;0;0;0;0;0
goofed;goof;31812;0;0;0;0;0;0;0;0
goofier;goofier;31813;0;0;0;0;0;0;0;0
goofiest;goofiest;31814;0;0;0;0;0;0;0;0
goofiness;goofi;31815;0;0;0;0;0;0;0;0
goofinesses;goofi;31816;0;0;0;0;0;0;0;0
goofing;goof;31817;0;0;0;0;0;0;0;0
goofs;goof;31818;1;0;0;0;0;0;0;0
goofy;goofi;31819;35;0;0;0;0;0;0;0
gooier;gooier;31820;0;0;0;0;0;0;0;0
gooiest;gooiest;31821;0;0;0;0;0;0;0;0
gook;gook;31822;27;0;0;0;0;0;0;0
gooks;gook;31823;1;0;0;0;0;0;0;0
goon;goon;31824;24;0;0;0;0;0;0;0
goons;goon;31825;1;0;0;0;0;0;0;0
goop;goop;31826;7;0;0;0;0;0;0;0
goops;goop;31827;0;0;0;0;0;0;0;0
goos;goo;31828;6;0;0;0;0;0;0;0
goose;goos;31829;440;0;0;0;0;0;0;0
gooseberries;gooseberri;31830;0;0;0;0;0;0;0;0
gooseberry;gooseberri;31831;14;0;0;0;0;0;0;0
goosebumps;goosebump;31832;85;0;0;0;0;0;0;0
goosed;goos;31833;0;0;0;0;0;0;0;0
gooseflesh;gooseflesh;31834;0;0,125;0;0;0;0;0;0
goosefleshes;gooseflesh;31835;0;0;0;0;0;0;0;0
gooses;goos;31836;0;0;0;0;0;0;0;0
goosing;goos;31837;0;0;0;0;0;0;0;0
gopher;gopher;31838;459;0;0;0;0;0;0;0
gophers;gopher;31839;44;0;0;0;0;0;0;0
gore;gore;31840;1930;0;0;0;0;0;0;0
gored;gore;31841;0;0;0;0;0;0;0;0
gores;gore;31842;3692;0;0;0;0;0;0;0
gorge;gorg;31843;331;0;0;0;0;0;0;0
gorged;gorg;31844;3;0;0;0;0;0;0;0
gorgeous;gorgeou;31845;30;0;0,75;0;0;0;0;0
gorgeously;gorgeous;31846;0;0;0,5;0;0;0;0;0
gorgeousness;gorgeous;31847;0;0;0;0;0;0;0;0
gorgeousnesses;gorgeous;31848;0;0;0;0;0;0;0;0
gorges;gorg;31849;94;0;0;0;0;0;0;0
gorging;gorg;31850;0;0;0;0;0;0;0;0
gorgon;gorgon;31851;42;0;0;0;0;0;0;0
gorgons;gorgon;31852;0;0;0;0;0;0;0;0
gorier;gorier;31853;0;0;0;0;0;0;0;0
goriest;goriest;31854;0;0;0;0;0;0;0;0
gorilla;gorilla;31855;399;0;0;0;0;0;0;0
gorillas;gorilla;31856;62;0;0;0;0;0;0;0
gorily;gorili;31857;0;0;0;0;0;0;0;0
goriness;gori;31858;0;0;0;0;0;0;0;0
gorinesses;gori;31859;0;0;0;0;0;0;0;0
goring;gore;31860;29;0;0;0;0;0;0;0
gormandize;gormand;31861;0;0;0;0;0;0;0;0
gormandized;gormand;31862;0;0;0;0;0;0;0;0
gormandizer;gormand;31863;0;0;0;0;0;0;0;0
gormandizers;gormand;31864;0;0;0;0;0;0;0;0
gormandizes;gormand;31865;0;0;0;0;0;0;0;0
gormandizing;gormand;31866;0;0;0;0;0;0;0;0
gorp;gorp;31867;27;0;0;0;0;0;0;0
gorps;gorp;31868;0;0;0;0;0;0;0;0
gorse;gors;31869;6;0;0;0;0;0;0;0
gorses;gors;31870;0;0;0;0;0;0;0;0
gory;gori;31871;35;0,375;0;0;0;0;0;0
gosh;gosh;31872;501;0;0;0;0;0;0;0
goshawk;goshawk;31873;397;0;0;0;0;0;0;0
goshawks;goshawk;31874;1;0;0;0;0;0;0;0
gosling;gosl;31875;220;0;0;0;0;0;0;0
goslings;gosl;31876;13;0;0;0;0;0;0;0
gospel;gospel;31877;805;0;0,5;0;0;0;0;0
gospels;gospel;31878;1;0;0;0;0;0;0;0
gossamer;gossam;31879;36;0,25;0,625;0;0;0;0;0
gossamers;gossam;31880;0;0;0;0;0;0;0;0
gossip;gossip;31881;332;0,5;0;0;0;0;0;0
gossiped;gossip;31882;0;0;0;0;0;0;0;0
gossiper;gossip;31883;0;0;0;0;0;0;0;0
gossipers;gossip;31884;0;0;0;0;0;0;0;0
gossiping;gossip;31885;3;0;0;0;0;0;0;0
gossipped;gossip;31886;0;0;0;0;0;0;0;0
gossipping;gossip;31887;0;0;0;0;0;0;0;0
gossips;gossip;31888;2;0;0;0;0;0;0;0
gossipy;gossipi;31889;0;0;0;0;0;0;0;0
got;got;31890;2987;0;0;0;0;0;0;0
gotcha;gotcha;31891;449;0;0;0;0;0;0;0
gotta;got;31892;53;0;0;0;0;0;0;0
gotten;ta;31893;388;0;0;0;0;0;0;0
gouge;goug;31894;255;0;0;0;0;0;0;0
gouged;goug;31895;26;0;0;0;0;0;0;0
gouger;gouger;31896;7;0;0,125;0;0;0;0;0
gougers;gouger;31897;0;0;0;0;0;0;0;0
gouges;goug;31898;161;0;0;0;0;0;0;0
gouging;goug;31899;329;0;0;0;0;0;0;0
goulash;goulash;31900;1;0;0,125;0;0;0;0;0
